poiId,poiName,place,commentCount,commentScore,sightLevelStr,heatScore,sightCategoryInfo,title,priceType,marketPrice,marketDiscountPrice,price,address,openStatusClose,openStatus,coverImageUrl
75597,颐和园,北京·中关村/五道口,31203,4.7,5A,8.9,2024亚洲100必打卡景点,"走入清朝皇帝的皇家园林,遛娃宝藏地,赏花胜地",3,￥20.0,￥0,￥0,北京市海淀区新建宫门路19号,06:30-19:00开放（18:00停止入园）,营业中,https://dimg04.c-ctrip.com/images/10010p000000ftdk87BDF.jpg
77595,湖南博物院,长沙·湖南博物院/北辰三角洲,12176,4.8,4A,8.9,2024亚洲100必打卡景点,"赏马王堆汉墓文物,展馆展览,遛娃宝藏地",4,免费,￥0,免费,湖南省长沙市开福区东风路50号,09:00-17:00开放（16:00停止入园）,营业中,https://dimg04.c-ctrip.com/images/0101v120005pwzv3dE4CF.jpg
75599,天坛公园,北京·前门/天坛公园/崇文门,13738,4.7,5A,8.9,2024亚洲100必打卡景点,"明清时期皇帝祭天的地方,遛娃宝藏地,历史建筑",2,￥28.0,￥0,￥28.0,北京市东城区天坛东里甲1号,06:30-22:00开放（21:00停止入园）,营业中,https://dimg04.c-ctrip.com/images/10040h0000008s9n50143.jpg
76341,武侯祠,成都·锦里/武侯祠附近地区,12149,4.6,4A,8.9,2024亚洲100必打卡景点,"祭拜诸葛亮刘备品三国文化,遛娃宝藏地,历史建筑",2,￥50.0,￥0.1,￥49.9,四川省成都市武侯区武侯祠大街231号,09:00-18:00开放（17:00停止入园）,营业中,https://dimg04.c-ctrip.com/images/0103n12000f6trha712AE.jpg
75910,中科院西双版纳热带植物园,勐腊·中国科学院西双版纳热带植物园,11402,4.7,5A,8.9,2024亚洲100必打卡景点,"有奇花异卉的综合性植物园,遛娃宝藏地,踏青必去",2,￥80.0,￥0,￥80.0,西双版纳傣族自治州勐腊县中国科学院西双版纳热带植物园-西门,08:00-18:00开放（18:00停止入园）,营业中,https://dimg04.c-ctrip.com/images/0103t120007p15j8sC2F6.jpg
10547759,婺源篁岭,婺源·篁岭度假区,11603,4.5,5A,8.9,2024中国50赏秋景点,"高岭梯田花海,梯云村落   晒秋人家,遛娃宝藏地,赏花胜地",2,￥145.0,￥5.0,￥140.0,江西省上饶市婺源县江湾镇篁岭村,07:30-20:00开放（17:30停止入园）,营业中,https://dimg04.c-ctrip.com/images/0100a120008ew2wwr7315.jpg
82153,西江千户苗寨,雷山·,15954,4.2,4A,8.9,2024亚洲100必打卡景点,"依山而建的苗寨,遛娃宝藏地,登高爬山",2,￥110.0,￥0,￥110.0,贵州省黔东南苗族侗族自治州雷山县西江镇南贵村,全年全天开放,营业中,https://dimg04.c-ctrip.com/images/10070y000000mnnzt581E.jpg
82473,拙政园,苏州·观前街/平江路,48892,4.6,5A,8.9,2024亚洲100必打卡景点,"设计精巧的苏州地标园林,遛娃宝藏地,赏花胜地",2,￥70.0,￥0,￥70.0,苏州市姑苏区东北街178号,07:30-17:30开放（17:00停止售票，17:00停止入园）,营业中,https://dimg04.c-ctrip.com/images/0102o12000f6rc5w8B3FF.jpg
44773663,三亚亚特兰蒂斯失落的空间水族馆,三亚·海棠湾/三亚免税店/后海,31581,4.6,,8.9,2024亚洲100亲子景点,"探索神秘水下遗迹景观,遛娃宝藏地",2,￥198.0,￥0,￥198.0,三亚市海棠区海棠北路36号,10:00-19:00开放（18:30停止入园）,营业中,https://dimg04.c-ctrip.com/images/1lo2p12000eoy8xddB83D.jpg
76744,赛里木湖,博乐·,6940,4.7,5A,8.8,2024中国100必打卡景点,"清澈的湖泊被雪山环抱,踏青必去,自然山水",2,￥145.0,￥1.0,￥144.0,新疆维吾尔自治区博尔塔拉蒙古自治州博乐市30国道旁,09:00-21:00开放（21:00停止入园）,营业中,https://dimg04.c-ctrip.com/images/1A0q1c000001cndux7CFD.jpg
75690,鸣沙山月牙泉,敦煌·鸣沙山月牙泉景区,17430,4.6,5A,8.8,2024中国100必打卡景点,"沙漠与清泉共存,遛娃宝藏地,夜游观景",2,￥110.0,￥55.0,￥55.0,酒泉市敦煌市鸣山路,07:00-19:00开放,营业中,https://dimg04.c-ctrip.com/images/fd/tg/g1/M06/7A/41/CghzfVWwsgmAFGgJACGo8s1Vwiw360.jpg
10524162,鼓浪屿,厦门·鼓浪屿地区,21807,4.3,5A,8.8,2024亚洲100必打卡景点,"万国建筑博览,遛娃宝藏地,历史建筑",5,暂无,￥0,暂无,福建省厦门市思明区,全年全天开放,营业中,https://dimg04.c-ctrip.com/images/100w1f000001gwb0k4589.jpg
75627,东方明珠,上海·陆家嘴,110601,4.7,5A,8.8,2024亚洲100必打卡景点,"360度欣赏申城的地标,遛娃宝藏地,地标观景",2,￥199.0,￥0,￥199.0,上海市浦东新区世纪大道1号,09:00-21:00开放（20:30停止入园）,营业中,https://dimg04.c-ctrip.com/images/1lo7412000isn0jrbD500.jpg
78473,云冈石窟,大同·,15914,4.8,5A,8.8,2024中国100必打卡景点,"中国三大石窟之一,历史建筑",2,￥100.0,￥0,￥100.0,山西省大同市云冈区云冈镇1号,08:30-16:30开放（16:30停止入园）,营业中,https://dimg04.c-ctrip.com/images/100u0z000000nofl48344.jpg
76012,太平山顶,香港·,9207,4.6,,8.8,2024亚洲100必打卡景点,"远眺大屿山俯瞰香港全景,地标观景,夜游观景",4,免费,￥0,免费,香港山顶,全年全天开放,营业中,https://dimg04.c-ctrip.com/images/100f0z000000ncfisF674.jpg
10558620,曼听御花园,景洪·曼听公园/民族风情园,9778,4.5,4A,8.8,2024亚洲100必打卡景点,"观看精彩的歌舞表演,遛娃宝藏地,踏青必去",2,￥40.0,￥0,￥40.0,云南省西双版纳傣族自治州景洪市曼听路35号,08:00-17:00开放,营业中,https://dimg04.c-ctrip.com/images/fd/tg/g6/M06/30/41/CggYslavIXGAY7HSACdaj4ggKNg129.jpg
76386,乐山大佛,乐山·乐山大佛景区,19346,4.6,5A,8.8,2024中国100必打卡景点,"临江而建的巨型弥勒佛坐像,遛娃宝藏地,历史建筑",2,￥158.0,￥78.0,￥80.0,四川省乐山市市中区凌云路中段2435号,"08:00-17:30,19:00-22:00开放（21:00停止入园）",营业中,https://dimg04.c-ctrip.com/images/010511200087crk19504B.jpg
77604,橘子洲,长沙·,6073,4.6,5A,8.8,2024亚洲100必打卡景点,"湘江北去，橘子洲头,遛娃宝藏地,踏青必去",4,免费,￥0,免费,湖南省长沙市岳麓区橘子洲头2号,07:00-22:00开放,营业中,https://dimg04.c-ctrip.com/images/0103o120005pr19sjA7F7.jpg
80134,牛首山文化旅游区,南京·牛首山风景区/银杏湖乐园,18142,4.7,4A,8.8,2024中国100必打卡景点,"遛娃宝藏地,赏花胜地",2,￥160.0,￥17.0,￥143.0,江苏省南京市江宁区宁丹大道18号,08:30-17:30开放（16:30停止入园）,营业中,https://dimg04.c-ctrip.com/images/10091f000001gsqkfCFBE.jpg
82204,石林风景区,石林·,7023,4.7,5A,8.8,2024中国100必打卡景点,"欣赏雄奇壮美的怪石峰林,自然山水",2,￥130.0,￥0,￥130.0,云南省昆明市石林彝族自治县石林大道,07:30-18:00开放（18:00停止入园）,营业中,https://dimg04.c-ctrip.com/images/10011f000001h392tDEBC.jpg
76531,趵突泉景区,济南·大明湖/泉城广场,35055,4.6,5A,8.8,2024中国100必打卡景点,"看泉水喷发的壮丽景象,遛娃宝藏地,自然山水",2,￥40.0,￥0,￥40.0,山东省济南市历下区趵突泉南路1号,07:00-19:00开放,营业中,https://dimg04.c-ctrip.com/images/0101012000f6t2g7s0322.jpg
75993,南山文化旅游区,三亚·南山寺/崖州湾科技城,19082,4.7,5A,8.7,2024亚洲100必打卡景点,"欣赏海景拜访佛教名胜,海滨沙滩",2,￥129.0,￥5.0,￥124.0,海南省三亚市崖州区南山村,08:00-17:00开放,营业中,https://dimg04.c-ctrip.com/images/0101i12000924znz8C79B.jpg
13562479,杜甫江阁,长沙·五一广场/IFS国金中心,6164,4.6,,8.7,2024中国100必打卡景点,"登高远眺湘江欣赏盛大烟火,历史建筑,夜游观景",2,￥18.0,￥0,￥18.0,长沙市天心区湘江中路108号,09:00-22:00开放,营业中,https://dimg04.c-ctrip.com/images/0105h1200087ee8zuF875.jpg
84153,张掖七彩丹霞旅游景区,临泽·,20512,4.7,5A,8.7,2024中国100必打卡景点,"丹霞地貌与彩色丘陵,遛娃宝藏地,自然山水",2,￥0.0,￥0,￥92.0,甘肃省张掖市临泽县倪家营镇南台村,06:00-18:00开放,营业中,https://dimg04.c-ctrip.com/images/01062120008a8yvsk3FBE.jpg
77653,滕王阁,南昌·滕王阁/八一起义纪念馆,14071,4.5,5A,8.7,2024中国100必打卡景点,"遛娃宝藏地,历史建筑",2,￥50.0,￥0,￥50.0,江西省南昌市东湖区仿古街58号,08:00-22:00开放（21:00停止售票，21:00停止入园）,营业中,https://dimg04.c-ctrip.com/images/100g1f000001gqwviAF2C.jpg
87301,青城山,都江堰·青城山前山景区及周边,13798,4.6,5A,8.7,2024中国100必打卡景点,"探访道教发源地,遛娃宝藏地,赏花胜地",2,￥80.0,￥0,￥80.0,四川省成都市都江堰市青城山镇青城山路,08:30-17:00开放（16:30停止售票，17:00停止入园）,营业中,https://dimg04.c-ctrip.com/images/0103t1200087ctezh5DC1.jpg
75864,黄龙风景名胜区,松潘·,7205,4.5,5A,8.7,2024中国50赏秋景点,"自然山水,徒步",2,￥60.0,￥0,￥60.0,阿坝藏族羌族自治州松潘县黄龙乡平松路,09:00-17:30开放（15:30停止入园）,营业中,https://dimg04.c-ctrip.com/images/100i1f000001gp1ox759E.jpg
77806,老君山景区,栾川·老君山景区,7976,4.6,5A,8.7,2024中国100必打卡景点,"道教名山观日出云海,遛娃宝藏地,登高爬山",2,￥100.0,￥0,￥100.0,河南省洛阳市栾川县七里坪村21组,全年全天开放,营业中,https://dimg04.c-ctrip.com/images/100m0g00000087qqyA0F9.jpg
81938,大唐芙蓉园,西安·大雁塔/大唐不夜城,17180,4.3,5A,8.6,2024亚洲100必打卡景点,"在昔日皇家御苑中再现辉煌,看演出,遛娃宝藏地",2,￥0.0,￥0,￥120.0,西安市曲江新区芙蓉西路99号,09:00-22:00开放（21:00停止售票）,营业中,https://dimg04.c-ctrip.com/images/0103v12000aqxg06r2685.jpg
78544,茶卡盐湖,乌兰·,12175,4.3,4A,8.6,2024中国100必打卡景点,"云朵和山川倒映在湖水中,遛娃宝藏地,自然山水",2,￥60.0,￥30.0,￥30.0,海西州乌兰县茶卡镇盐湖路9号,08:15-19:00开放（18:00停止入园）,营业中,https://dimg04.c-ctrip.com/images/1lo2812000iry57wj63D3.png
75684,陕西历史博物馆,西安·小寨/陕西历史博物馆,18804,4.6,4A,8.6,2024中国100必打卡景点,"在浩瀚珍贵文物中穿梭时光,展馆展览,遛娃宝藏地",4,免费,￥0,免费,陕西省西安市雁塔区小寨东路91号,08:30-18:00开放（16:30停止入园）,营业中,https://dimg04.c-ctrip.com/images/0103k120006t7ckgl8C33.jpg
76822,桂林两江四湖景区,桂林·城中心/象鼻山/两江四湖,6528,4.3,5A,8.6,2024中国100夜游景点,"乘船环湖赏桂林城景,赏花胜地,自然山水",2,￥210.0,￥35.0,￥175.0,广西壮族自治区桂林市象山区滨江路5号,全年全天开放,营业中,https://dimg04.c-ctrip.com/images/1lo5k12000hxn30ne9D7D.jpg
90682,象鼻山景区,桂林·城中心/象鼻山/两江四湖,10928,4.3,5A,8.6,桂林夜游必打卡榜 No.3,"酷似象鼻的标志性景观,遛娃宝藏地,自然山水",1,免费预约,无,免费预约,广西壮族自治区桂林市象山区民主路1号,07:00-21:30开放（21:00停止入园）,营业中,https://dimg04.c-ctrip.com/images/100k0z000000nk0ag0DF4.jpg
84631,西安钟楼,西安·钟鼓楼/西安古城,14276,4.5,,8.6,2024中国100必打卡景点,"历史悠久的古城标志性建筑,遛娃宝藏地,历史建筑",2,￥0.0,￥0,￥30.0,陕西省西安市新城区西安四条大街交汇处西安地铁2号线钟楼站C出口正对面,恢复营业时间待定,暂停营业,https://dimg04.c-ctrip.com/images/100j10000000oj84v8909.jpg
92177,山顶缆车,香港·中环,4303,4.6,,8.6,2024全球100夜游景点,"外观复古的港味交通方式,夜游观景,缆车索道",2,￥71.0,￥7.0,￥64.0,香港中环花园道33号,07:30-23:00开放,23:00闭园,https://dimg04.c-ctrip.com/images/01074120009v1yq1h3BA9.jpg
